GameId,Blue_Kills,Blue_Assists,Blue_Deaths,Blue_Total_Level,Blue_Total_gold,Blue_first_blood,Blue_first_dragon,Blue_dragon_kills,Blue_first_riftherald,Blue_riftherald_kills,Blue_first_baron,Blue_baron_kills,Blue_first_tower,Blue_tower_destroyed,Blue_first_inhibitor,Blue_inhibitor_destroyed,Red_Kills,Red_Assists,Red_Deaths,Red_Total_Level,Red_Total_gold,Red_first_blood,Red_first_dragon,Red_dragon_kills,Red_first_riftherald,Red_riftherald_kills,Red_first_baron,Red_baron_kills,Red_first_tower,Red_tower_destroyed,Red_first_inhibitor,Red_inhibitor_destroyed,Win
KR_6528834235,35,55,21,70,59291,0,0,1,1,2,1,1,1,9,1,1,21,31,35,63,45213,1,1,2,0,0,0,0,0,0,0,0,1
KR_6532788112,17,11,27,70,54785,1,1,1,1,2,1,1,1,9,1,3,27,53,17,80,63469,0,0,3,0,0,0,1,0,7,0,1,0
KR_6535105037,21,35,37,66,48763,0,0,0,1,1,0,0,1,2,0,0,37,72,21,75,60960,1,1,4,0,1,1,1,0,9,1,1,0
KR_6538246852,39,53,31,76,63049,1,0,1,1,2,1,1,1,9,1,1,31,41,39,72,54218,0,1,2,0,0,0,0,0,4,0,0,1
KR_6538797204,9,10,20,47,27673,0,0,0,0,0,0,0,0,0,0,0,20,25,9,51,35977,1,1,2,1,1,0,0,1,4,0,0,0
KR_6537512266,39,78,23,78,67594,1,1,4,1,1,0,1,1,6,1,1,23,45,39,71,59665,0,0,0,0,0,1,1,0,6,0,1,1
KR_6534783075,11,9,22,44,26573,0,0,0,1,1,0,0,0,0,0,0,22,25,11,50,33714,1,1,2,0,0,0,0,1,2,0,0,0
KR_6543016966,24,29,47,69,54623,1,0,0,0,0,0,0,1,4,0,0,47,94,24,77,65258,0,1,4,1,2,1,1,0,10,1,2,0
KR_6521632127,73,182,72,90,90918,1,0,0,0,0,0,0,1,4,1,2,72,160,73,88,87455,0,0,0,0,0,0,0,0,1,0,0,1
KR_6531152266,46,48,40,77,68391,1,1,1,1,1,1,1,1,9,1,1,40,33,46,73,59605,0,0,2,0,1,0,0,0,5,0,0,1
KR_6528644850,17,26,11,49,33101,0,1,1,0,0,0,0,1,3,0,0,11,10,17,46,26942,1,0,0,1,1,0,0,0,0,0,0,1
KR_6526619125,16,37,13,54,37820,1,1,2,0,1,0,0,0,6,1,1,13,20,16,50,32124,0,0,0,1,1,0,0,1,2,0,0,1
KR_6526927254,6,6,20,44,24476,1,0,0,1,1,0,0,0,0,0,0,20,20,6,50,33118,0,1,1,0,0,0,0,1,2,0,0,0
KR_6537784686,36,55,12,67,52149,0,1,1,0,1,0,0,1,9,1,1,11,15,36,55,35912,0,0,1,1,1,0,0,0,0,0,0,1
KR_6425640529,24,29,14,70,54605,1,1,3,0,0,1,1,0,10,1,2,14,26,24,66,42383,0,0,0,1,2,0,0,1,2,0,0,1
KR_6540648419,7,15,29,55,35473,0,1,1,0,0,0,0,0,1,0,0,29,51,7,64,51796,1,0,1,1,1,1,1,1,7,1,1,0
KR_6539947458,47,100,43,88,86202,0,0,3,0,1,1,2,0,9,1,2,43,75,47,88,87312,1,1,3,1,1,0,1,1,9,0,2,1
KR_6541672656,33,37,27,83,70544,1,1,5,0,0,1,2,0,10,1,1,27,28,33,74,55672,0,0,0,1,1,0,0,1,1,0,0,1
KR_6534466053,22,39,7,56,40846,0,1,2,1,1,0,0,1,7,1,1,7,8,22,49,29362,1,0,0,0,0,0,0,0,0,0,0,1
KR_6536252320,58,121,56,90,74001,1,0,0,0,0,0,0,0,4,0,1,56,125,58,89,71852,0,0,0,0,0,0,0,1,4,1,2,1
KR_6535430867,42,106,28,68,51339,1,0,0,0,0,0,0,1,3,1,1,28,55,42,65,46188,0,0,0,0,0,0,0,0,1,0,0,1
KR_6518483988,13,19,22,49,30230,1,0,0,0,0,0,0,0,1,0,0,22,27,13,52,36055,0,0,0,1,1,0,0,1,2,0,0,0
KR_6541280035,34,45,43,70,60109,1,0,0,0,0,0,0,1,3,0,0,43,64,34,73,62983,0,1,3,1,2,1,1,0,10,1,1,0
KR_6540311303,22,25,33,59,48014,1,0,0,1,2,0,0,0,4,0,0,33,36,22,70,54768,0,1,3,0,0,1,1,1,9,1,2,0
KR_6526821963,70,182,52,90,83776,1,0,0,0,0,0,0,1,4,1,2,52,102,70,90,77029,0,0,0,0,0,0,0,0,0,0,0,1
KR_6538195371,8,11,31,62,42246,0,0,0,0,0,0,0,0,3,0,0,31,39,8,73,54584,1,1,4,1,2,1,1,1,5,0,0,0
KR_6529348228,14,20,18,53,34784,1,1,1,0,0,0,0,0,1,0,0,18,21,14,56,37531,0,0,1,1,2,0,0,1,3,0,0,0
KR_6540220019,18,31,41,71,56690,0,1,1,0,0,0,0,0,6,0,0,41,72,18,79,64770,1,0,3,1,2,1,1,1,8,1,1,0
KR_6535458072,33,96,75,81,62008,1,0,0,0,0,0,0,0,1,0,0,75,265,33,89,75300,0,0,0,0,0,0,0,1,4,1,2,0
KR_6536005779,25,42,14,63,47849,0,1,3,0,1,0,0,1,9,1,2,14,12,25,62,44077,1,0,0,1,1,0,0,0,3,0,0,1
KR_6540184834,40,59,21,76,59247,0,1,2,1,2,1,1,1,10,1,2,21,44,40,68,53865,1,0,1,0,0,0,0,0,4,0,0,1
KR_6526709621,21,45,32,70,54199,1,0,1,1,2,0,0,1,5,0,0,32,85,21,78,60755,0,1,3,0,0,1,1,0,7,1,1,0
KR_6541476975,23,37,25,75,59332,0,0,1,1,2,0,0,1,3,0,0,25,51,23,81,64823,1,1,4,0,0,1,2,0,8,1,1,0
KR_6534054093,27,42,16,66,48358,0,0,1,1,2,1,1,1,7,0,1,16,23,27,55,38541,1,1,1,0,0,0,0,0,3,1,1,1
KR_6543239632,17,19,32,49,33394,1,1,2,1,1,0,0,0,0,0,0,32,40,17,54,40097,0,0,0,0,1,0,0,1,3,0,0,0
KR_6535458646,56,128,53,90,73945,0,0,0,0,0,0,0,1,4,1,2,53,127,56,90,73083,1,0,0,0,0,0,0,0,0,0,0,1
KR_6526276200,34,41,18,72,57650,1,1,3,0,1,1,1,1,10,1,2,18,29,34,62,44163,0,0,0,1,1,0,0,0,1,0,0,1
KR_6538912554,41,66,30,77,64763,0,0,1,0,1,1,1,0,9,1,1,30,46,41,69,53967,1,1,1,1,1,0,0,1,2,0,0,1
KR_6538329489,34,71,48,65,46631,0,0,0,0,0,0,0,0,0,0,0,48,146,34,70,51075,1,0,0,0,0,0,0,1,1,0,0,0
KR_6533731458,6,7,19,44,24124,0,0,0,0,0,0,0,0,0,0,0,19,18,6,51,32920,1,1,1,1,1,0,0,1,2,0,0,0
KR_6533871171,16,17,6,49,30813,1,1,2,1,1,0,0,1,2,0,0,6,5,16,45,25597,0,0,0,0,0,0,0,0,0,0,0,1
KR_6540962025,36,55,24,78,63279,1,1,1,0,0,1,1,1,8,1,1,24,24,36,67,49838,0,0,1,1,1,0,0,0,4,0,0,1
KR_6532115467,14,28,26,56,36658,0,0,0,1,1,0,0,0,1,0,0,26,45,14,66,49690,1,1,3,0,1,1,1,1,9,1,1,0
KR_6534090930,19,34,31,68,50166,0,0,1,1,2,0,0,1,3,0,0,31,64,19,75,58331,1,1,4,0,0,1,1,0,4,0,0,0
KR_6542646778,26,34,33,62,46210,1,1,2,1,2,0,0,0,2,0,0,33,53,26,69,56024,0,0,1,0,0,1,1,1,8,1,1,0
KR_6542659483,54,133,46,90,82362,0,0,0,0,0,0,0,1,4,0,2,46,127,54,90,78014,1,0,0,0,0,0,0,0,2,1,1,1
KR_6541800058,25,40,23,77,61307,1,1,3,0,0,1,2,0,5,0,0,23,35,25,69,57177,0,0,1,1,2,0,0,1,7,0,0,1
KR_6540778781,6,8,16,54,34547,0,0,0,0,0,0,0,0,2,0,0,16,34,6,58,41415,1,1,2,1,2,0,0,1,3,0,0,0
KR_6541310495,64,66,48,88,81812,1,1,4,1,1,0,0,1,10,1,2,48,64,64,87,80603,0,0,1,0,0,1,2,0,4,0,0,1
KR_6523929814,17,24,27,55,36925,1,0,0,1,1,0,0,0,2,0,0,27,46,17,57,39158,0,1,2,0,0,0,0,1,2,0,0,0
KR_6541621503,35,81,42,75,66777,1,1,3,0,1,0,0,0,4,0,0,42,83,35,80,70858,0,0,2,1,1,1,2,1,8,1,1,0
KR_6528422668,8,9,17,47,28076,1,1,1,1,1,0,0,0,0,0,0,17,21,8,49,32339,0,0,1,0,0,0,0,1,2,0,0,0
KR_6534346889,60,162,66,89,75412,0,0,0,0,0,0,0,0,0,0,0,66,168,60,90,78620,1,0,0,0,0,0,0,1,4,1,2,0
KR_6510646069,3,2,19,42,23493,0,0,0,0,0,0,0,0,1,0,0,19,17,3,49,33522,1,1,2,1,1,0,0,1,5,1,1,0
KR_6528821453,12,13,23,61,42689,1,0,0,1,1,0,0,0,2,0,0,23,38,12,67,48649,0,1,3,0,1,1,1,1,5,0,0,0
KR_6540462275,30,46,19,82,70201,1,1,4,1,2,0,1,1,11,1,3,19,32,30,75,57132,0,0,0,0,0,1,1,0,1,0,0,1
KR_6543293459,19,30,33,64,44025,0,1,1,0,0,0,0,0,1,0,0,33,41,19,72,57131,1,0,2,1,2,1,1,1,8,1,1,0
KR_6507132123,10,8,17,45,26089,0,0,1,1,1,0,0,0,0,0,0,17,20,10,48,33681,1,1,1,0,0,0,0,1,3,0,0,0
KR_6540837576,18,20,29,65,45719,0,0,0,1,1,0,0,1,3,0,0,29,44,18,69,50289,1,1,3,0,1,0,0,0,5,0,0,0
KR_6531290000,37,88,42,65,47763,1,0,0,0,0,0,0,0,1,0,0,42,92,37,69,52147,0,0,0,0,0,0,0,1,2,1,1,0
KR_6540142979,62,121,51,90,81824,0,0,0,0,0,0,0,0,4,0,1,51,121,62,90,79989,1,0,0,0,0,0,0,1,3,1,2,1
KR_6531431197,48,126,66,78,55797,0,0,0,0,0,0,0,0,0,0,0,66,160,48,84,65408,1,0,0,0,0,0,0,1,4,1,1,0
KR_6534289603,12,10,17,47,29252,1,1,1,0,0,0,0,0,0,0,0,17,13,12,54,41616,0,0,1,1,2,0,0,1,7,1,1,0
KR_6523762760,18,21,31,63,47058,0,1,2,1,2,0,0,1,3,0,0,31,47,18,71,51594,1,0,2,0,0,1,1,0,3,0,0,0
KR_6532653644,44,85,23,77,68199,1,1,3,1,2,1,1,1,11,1,4,23,43,44,68,55434,0,0,1,0,0,0,0,0,2,0,0,1
KR_6510032987,21,27,30,71,52488,1,1,2,0,1,0,0,0,1,0,0,30,37,21,76,60791,0,0,2,1,1,1,2,1,10,1,2,0
KR_6506658903,11,11,28,61,44298,0,0,0,1,2,0,0,0,3,0,0,28,57,11,71,56153,1,1,3,0,0,1,1,1,10,1,2,0
KR_6538191737,32,33,37,68,55977,1,1,1,0,1,0,0,0,4,0,0,37,55,32,72,61274,0,0,2,1,1,1,1,1,8,1,1,0
KR_6538883633,23,31,33,57,44210,1,0,1,0,0,0,0,0,3,0,0,33,40,23,64,55209,0,1,1,1,2,1,1,1,9,1,2,0
KR_6535600303,0,0,0,6,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2528,0,0,0,0,0,0,0,0,0,0,0,0
KR_6505459508,22,31,14,69,56079,0,0,2,1,2,1,1,1,11,1,3,14,16,22,65,42911,1,1,1,0,0,0,0,0,1,0,0,1
KR_6539325811,20,20,11,53,36152,1,1,2,1,1,0,0,1,5,0,0,11,13,20,46,25717,0,0,0,0,0,0,0,0,0,0,0,1
KR_6540107390,59,100,39,90,87506,1,1,3,1,2,0,1,1,9,1,3,39,75,59,86,80743,0,0,3,0,0,1,2,0,6,0,2,1
KR_6536897204,48,110,54,77,59354,0,0,0,0,0,0,0,1,4,1,1,54,151,48,75,55521,1,0,0,0,0,0,0,0,0,0,0,1
KR_6535889016,32,58,15,76,64914,1,0,2,1,2,1,2,1,9,1,2,15,27,32,69,53449,0,1,2,0,0,0,0,0,4,0,0,1
KR_6536367462,34,61,34,81,67115,0,1,4,1,2,0,0,0,5,0,0,34,63,34,81,70928,1,0,1,0,0,1,2,1,10,1,4,0
KR_6529259794,57,57,27,79,68801,1,1,2,1,2,0,0,1,11,1,3,27,25,57,74,57372,0,0,1,0,0,1,1,0,1,0,0,1
KR_6541032873,18,20,4,59,39353,1,1,2,0,1,0,0,1,3,0,0,4,2,18,52,30817,0,0,0,1,1,0,0,0,1,0,0,1
KR_6522779795,2,1,22,42,22323,0,0,0,0,0,0,0,0,1,0,0,22,46,2,46,32432,1,1,2,1,1,0,0,1,3,0,0,0
KR_6540059045,18,25,5,48,31824,0,1,1,1,2,0,0,1,2,0,0,5,7,18,45,25736,1,0,0,0,0,0,0,0,1,0,0,1
KR_6541874198,35,39,23,69,56714,1,0,2,1,2,1,1,1,11,1,2,23,32,35,64,46033,0,1,1,0,0,0,0,0,2,0,0,1
KR_6541395154,16,21,8,51,37549,1,1,2,1,1,0,0,1,3,0,0,8,10,16,47,27137,0,0,0,0,0,0,0,0,0,0,0,1
KR_6541485765,68,161,63,90,79233,0,0,0,0,0,0,0,1,4,0,1,63,114,68,90,75753,1,0,0,0,0,0,0,0,2,1,1,1
KR_6533557785,5,4,19,45,22878,0,0,0,0,0,0,0,0,0,0,0,19,16,5,51,34436,1,1,1,1,1,0,0,1,5,0,0,0
KR_6538460168,42,71,43,84,64088,1,0,0,0,0,0,0,0,4,1,1,43,113,42,82,62311,0,0,0,0,0,0,0,1,1,0,0,1
KR_6534123722,69,141,52,90,72137,0,0,0,0,0,0,0,1,4,1,2,52,95,69,87,66309,1,0,0,0,0,0,0,0,0,0,0,1
KR_6530050913,24,48,32,78,63802,0,1,2,0,1,0,0,0,3,0,0,32,48,24,81,72242,1,0,1,1,1,1,2,1,11,1,5,0
KR_6528393398,46,72,24,81,72920,1,1,3,1,2,1,2,1,10,1,1,24,26,46,72,56992,0,0,1,0,0,0,0,0,3,0,0,1
KR_6535296196,27,38,9,55,41504,0,0,1,0,0,0,0,1,6,0,0,9,11,27,52,33082,1,1,2,1,2,0,0,0,1,0,0,1
KR_6543522563,11,11,22,47,25481,0,0,0,0,0,0,0,0,0,0,0,22,18,11,56,36355,1,0,0,0,0,0,0,1,4,0,0,0
KR_6523269606,15,14,22,45,30769,0,0,0,1,1,0,0,1,2,0,0,22,30,15,48,33471,1,1,1,0,0,0,0,0,3,0,0,0
KR_6522755048,26,43,34,70,55641,0,1,3,1,1,0,0,0,4,0,0,34,72,26,73,58233,1,0,1,0,1,1,1,1,7,1,1,0
KR_6539915731,69,161,61,90,81936,1,0,0,0,0,0,0,1,4,1,1,61,138,69,90,76580,0,0,0,0,0,0,0,0,1,0,0,1
KR_6540765178,29,46,31,63,49724,0,1,2,0,0,0,0,1,3,0,0,31,65,29,69,55197,1,0,1,1,2,1,1,0,8,1,2,0
KR_6529334042,18,22,14,49,33201,0,1,2,1,2,0,0,1,1,0,0,14,12,18,47,28270,1,0,0,0,0,0,0,0,0,0,0,1
KR_6484574505,5,4,14,46,25920,1,0,0,0,0,0,0,1,2,0,0,14,11,5,48,28452,0,1,1,1,1,0,0,0,1,0,0,0
KR_6536853861,63,144,50,90,80310,1,0,0,0,0,0,0,1,4,1,2,50,93,63,90,74892,0,0,0,0,0,0,0,0,2,0,0,1
KR_6541632102,36,46,45,84,70693,0,0,3,0,1,1,1,0,6,0,1,45,69,36,85,75030,1,1,2,1,1,0,2,1,9,1,2,0
KR_6537076102,64,155,53,90,80848,1,0,0,0,0,0,0,0,4,1,2,53,144,64,90,78106,0,0,0,0,0,0,0,1,2,0,0,1
KR_6509811207,18,24,6,48,31631,1,0,0,1,1,0,0,1,2,0,0,6,5,18,44,22191,0,1,1,0,0,0,0,0,0,0,0,1
KR_6531518450,7,6,22,49,31062,0,0,0,0,0,0,0,0,2,0,0,22,24,7,56,40353,1,1,2,1,2,0,0,1,3,0,0,0
KR_6525615642,49,65,32,79,72604,1,1,4,1,2,1,1,1,10,1,2,32,48,49,71,54468,0,0,0,0,0,0,0,0,2,0,0,1
KR_6506576521,10,12,25,55,37431,1,0,0,1,1,0,0,0,1,0,0,25,34,10,63,45159,0,1,3,0,1,0,0,1,9,1,2,0
KR_6537730966,21,26,34,72,55655,0,0,3,1,2,0,0,1,5,0,0,34,55,21,79,65077,1,1,1,0,0,1,2,0,7,1,1,0
KR_6533906541,25,46,44,68,54500,1,1,1,0,1,0,0,1,3,0,0,44,88,25,80,66080,0,0,3,1,1,1,2,0,10,1,2,0
KR_6540309629,22,30,29,62,45069,0,0,1,0,0,0,0,0,2,0,0,29,45,22,68,56288,1,1,2,1,2,1,1,1,6,1,1,0
KR_6538582892,19,39,23,65,47143,0,0,1,0,0,0,0,0,4,0,0,23,41,19,72,54861,1,1,2,1,2,1,1,1,8,1,1,0
KR_6532034350,36,74,19,78,65534,1,0,4,1,2,1,1,1,6,0,0,19,43,36,71,54604,0,1,1,0,0,0,0,0,3,0,0,1
KR_6518509322,27,62,15,77,62088,0,0,1,1,2,1,1,1,8,1,1,15,26,27,69,50173,1,1,3,0,0,0,0,0,0,0,0,1
KR_6530069962,59,138,35,72,55670,1,0,0,0,0,0,0,1,4,1,1,35,66,59,66,48751,0,0,0,0,0,0,0,0,1,0,0,1
KR_6540968254,4,3,24,42,21913,0,0,0,0,0,0,0,0,0,0,0,24,38,4,51,36711,1,1,2,1,1,0,0,1,5,0,0,0
KR_6536044637,50,99,53,85,68030,0,0,0,0,0,0,0,1,1,0,0,53,125,50,88,69482,1,0,0,0,0,0,0,0,4,1,2,0
KR_6530882260,40,62,41,75,64987,1,0,1,0,0,0,0,0,4,0,0,41,50,40,79,70539,0,1,2,1,1,1,2,1,9,1,1,0
KR_6535587548,22,31,32,69,49548,1,1,2,1,1,0,0,0,3,0,0,32,53,23,73,60106,0,0,2,0,0,1,1,1,9,1,1,0
KR_6532540235,16,12,2,49,32285,0,1,2,1,1,0,0,1,3,0,0,2,5,16,44,21853,1,0,0,0,0,0,0,0,0,0,0,1
KR_6532766777,35,67,21,69,56371,1,1,3,0,1,1,1,0,10,1,1,21,27,35,60,44038,0,0,0,1,1,0,0,1,1,0,0,1
KR_6518162223,37,57,17,67,53651,1,0,1,1,2,1,1,1,6,1,1,17,24,37,57,40169,0,1,1,0,0,0,0,0,1,0,0,1
KR_6528152142,7,12,20,50,30799,1,0,0,1,1,0,0,0,1,0,0,20,33,7,55,37747,0,1,2,0,1,0,0,1,3,0,0,0
KR_6541234774,33,48,51,75,54105,0,0,1,0,0,0,0,0,0,0,0,51,47,33,77,67474,1,1,2,1,2,1,1,1,11,1,3,0
KR_6516523569,35,73,41,74,64973,1,1,2,1,2,1,2,1,8,1,1,41,74,35,79,65625,0,0,2,0,0,0,0,0,7,0,1,0
KR_6534229324,0,0,0,5,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2500,0,0,0,0,0,0,0,0,0,0,0,0
KR_6530264493,20,33,33,70,56719,1,0,0,1,2,0,0,0,6,1,1,33,58,20,82,67916,0,1,5,0,0,1,2,1,8,0,1,0
KR_6531828621,18,23,7,50,34862,0,0,1,1,1,0,0,1,4,0,0,7,2,18,46,25556,1,1,1,0,0,0,0,0,1,0,0,1
KR_6525617090,27,34,43,75,59460,0,0,1,1,1,0,0,0,4,0,0,43,56,27,83,69654,1,1,3,0,1,1,1,1,10,1,1,0
KR_6542514633,11,10,2,46,29601,1,1,2,1,1,0,0,1,3,0,0,2,2,11,42,20133,0,0,0,0,0,0,0,0,0,0,0,1
KR_6538368106,21,39,19,67,48052,0,1,1,0,0,0,0,0,1,0,0,19,32,21,70,55757,1,0,2,1,2,1,1,1,10,1,3,0
KR_6534752051,30,70,20,78,65786,0,0,2,1,1,1,1,0,10,1,1,20,42,30,75,60342,1,1,3,0,1,0,0,1,4,0,0,1
KR_6497867051,38,48,18,66,52711,1,0,1,1,1,1,1,1,8,1,1,18,32,38,58,44953,0,1,2,0,1,0,0,0,3,0,0,1
KR_6541934628,33,60,12,75,60810,0,0,2,1,2,1,1,1,10,1,2,12,15,33,62,42692,1,1,2,0,0,0,0,0,1,0,0,1
KR_6526433805,36,48,23,77,64609,0,1,4,1,2,0,1,1,11,1,2,23,28,36,69,54030,1,0,0,0,0,1,1,0,2,0,0,1
KR_6539567141,16,34,30,64,50977,0,0,1,1,1,0,0,1,3,0,0,30,52,16,74,57336,1,1,3,0,1,1,1,0,7,1,1,0
KR_6536435393,2,2,22,42,20768,0,0,0,0,0,0,0,0,0,0,0,22,20,2,52,34417,1,1,2,1,1,0,0,1,3,0,0,0
KR_6541890202,22,25,9,52,34796,0,0,1,1,1,0,0,1,3,0,0,9,11,22,45,25443,1,1,1,0,0,0,0,0,0,0,0,1
KR_6541738112,19,30,22,65,47014,0,1,2,0,1,1,1,0,7,1,1,22,21,19,58,44148,1,0,0,1,1,0,0,1,4,0,0,1
KR_6542339157,28,36,49,70,59847,0,0,0,1,1,0,0,0,4,0,0,49,71,28,82,71175,1,1,4,0,1,1,2,1,9,1,2,0
KR_6533719522,19,25,25,69,56250,0,1,3,1,2,0,0,1,7,0,0,25,43,19,78,63432,1,0,2,0,0,1,1,0,10,1,2,0
KR_6543358632,65,161,59,89,74185,1,0,0,0,0,0,0,1,4,1,2,59,161,65,90,72174,0,0,0,0,0,0,0,0,2,0,1,1
KR_6540857759,9,11,24,43,25982,1,0,0,0,0,0,0,0,0,0,0,24,20,9,50,33947,0,1,1,0,0,0,0,1,3,0,0,0
KR_6523037914,19,24,3,56,36621,0,0,0,1,2,0,0,1,4,0,0,3,2,19,52,27174,1,1,3,0,0,0,0,0,0,0,0,1
KR_6540248292,18,18,8,59,43601,0,0,2,1,2,0,0,1,8,1,1,8,7,18,52,32223,1,1,1,0,0,0,0,0,0,0,0,1
KR_6537482570,28,42,20,64,48967,0,0,2,1,2,1,1,1,7,1,1,20,22,28,54,39675,1,1,1,0,0,0,0,0,1,0,0,1
KR_6524772384,27,50,8,62,44519,1,0,1,0,1,0,0,1,3,0,0,8,12,27,56,33954,0,1,1,1,1,0,0,0,0,0,0,1
KR_6541518825,9,10,28,57,31667,0,0,0,0,0,0,0,0,0,0,0,28,27,9,65,50358,1,1,2,1,2,1,1,1,10,1,1,0
KR_6543313176,69,181,59,90,81303,0,0,0,0,0,0,0,0,4,1,1,59,142,69,90,76450,1,0,0,0,0,0,0,1,2,0,0,1
KR_6529199422,34,53,26,75,60489,0,1,2,0,1,1,1,0,8,1,1,26,22,34,70,53656,1,0,1,1,1,0,0,1,2,0,0,1
KR_6542935350,44,123,62,80,61929,1,0,0,0,0,0,0,0,2,0,0,62,175,44,86,67226,0,0,0,0,0,0,0,1,3,1,1,0
KR_6539032316,31,44,41,72,59081,0,1,2,1,1,0,0,1,5,0,0,41,53,31,78,65991,1,0,2,0,1,1,1,0,9,1,2,0
KR_6537929657,80,181,62,90,80284,1,0,0,0,0,0,0,1,4,1,2,62,129,80,90,74561,0,0,0,0,0,0,0,0,1,0,0,1
KR_6539765991,59,138,69,90,79852,0,0,0,0,0,0,0,1,4,1,2,69,171,59,90,79206,1,0,0,0,0,0,0,0,2,0,1,1
KR_6531586554,22,24,10,57,38348,1,1,2,0,0,0,0,1,4,0,0,10,8,22,51,32617,0,0,0,1,1,0,0,0,2,0,0,1
KR_6539859868,16,19,7,48,32477,1,0,1,1,1,0,0,1,2,0,0,7,7,16,44,24346,0,1,1,0,0,0,0,0,0,0,0,1
KR_6523154454,5,4,23,43,22904,0,0,0,0,0,0,0,0,0,0,0,23,21,5,49,35092,1,1,2,1,2,0,0,1,4,0,0,0
KR_6543321750,17,30,35,67,51011,1,1,1,0,1,0,0,1,4,0,0,35,41,17,76,59757,0,0,3,1,1,1,1,0,8,1,1,0
KR_6534137445,20,37,32,68,53683,1,0,1,1,2,0,0,1,4,0,0,32,58,20,77,62834,0,1,3,0,0,1,1,0,9,1,1,0
KR_6518789591,32,39,19,72,59835,1,1,3,0,1,1,1,1,10,1,4,19,34,32,69,51362,0,0,1,1,1,0,0,0,2,0,0,1
KR_6535560384,31,57,17,66,52252,1,1,2,1,2,1,1,1,8,1,1,16,25,31,58,41343,0,0,0,0,0,0,0,0,1,0,0,1
KR_6506823976,22,28,8,50,34210,0,0,0,1,1,0,0,1,2,0,0,8,8,22,44,23844,1,1,1,0,0,0,0,0,0,0,0,1
KR_6536427561,19,22,2,48,31996,1,1,2,1,2,0,0,1,2,0,0,2,2,19,40,22105,0,0,0,0,0,0,0,0,0,0,0,1
KR_6518826769,23,38,27,64,47817,1,0,1,0,0,0,0,0,2,0,0,27,46,23,71,57307,0,1,3,1,1,1,1,1,9,1,2,0
KR_6542194489,18,18,5,50,31832,0,1,2,0,0,0,0,1,2,0,0,5,3,18,45,24926,1,0,0,1,1,0,0,0,0,0,0,1
KR_6531728115,23,41,9,54,38702,0,0,0,0,1,0,0,1,3,0,0,9,9,23,50,30033,1,1,2,1,1,0,0,0,0,0,0,1
KR_6526398810,17,23,9,48,30430,1,1,1,1,1,0,0,1,2,0,0,9,11,17,44,24793,0,0,0,0,0,0,0,0,0,0,0,1
KR_6542134515,13,18,8,47,29784,0,1,1,1,1,0,0,1,2,0,0,8,6,13,45,24714,1,0,1,0,0,0,0,0,0,0,0,1
KR_6537404875,32,41,15,61,48246,1,0,2,1,2,0,0,1,7,1,1,15,18,32,56,36587,0,1,1,0,0,0,0,0,1,0,0,1
KR_6538397237,46,78,24,72,59222,1,0,2,1,1,1,1,0,8,1,1,24,30,46,61,47899,0,1,1,0,1,0,0,1,3,0,0,1
KR_6516669138,33,49,12,65,53635,1,1,2,1,2,1,1,1,11,1,3,12,16,33,57,35295,0,0,0,0,0,0,0,0,0,0,0,1
KR_6523557312,45,124,16,74,54973,1,0,0,0,0,0,0,1,4,1,1,16,28,45,66,44596,0,0,0,0,0,0,0,0,0,0,0,1
KR_6540564130,28,44,13,66,50210,1,0,2,1,1,1,1,1,9,1,2,13,7,28,58,36911,0,1,1,0,1,0,0,0,2,0,0,1
KR_6523139869,15,23,23,51,33454,0,0,0,0,0,0,0,0,0,0,0,23,22,15,55,39380,1,1,2,1,1,0,0,1,4,0,0,0
KR_6537387977,44,90,59,89,72414,1,0,0,0,0,0,0,1,4,0,2,59,143,44,89,72717,0,0,0,0,0,0,0,0,2,1,2,1
KR_6540105830,31,23,18,58,41985,1,1,2,0,1,0,0,1,2,0,0,18,22,31,54,36832,0,0,0,1,1,0,0,0,1,0,0,1
KR_6539378537,58,115,74,90,78787,1,0,0,0,0,0,0,0,2,1,2,74,178,58,90,85400,0,0,0,0,0,0,0,1,4,0,1,0
KR_6541896252,31,31,19,68,51567,0,0,2,1,1,1,1,1,8,1,2,19,24,31,59,39995,1,1,1,0,1,0,0,0,2,0,0,1
KR_6539329214,31,44,49,76,58323,1,1,2,0,1,0,0,1,4,0,0,49,72,31,83,72255,0,0,2,1,1,1,1,0,10,1,2,0
KR_6535192153,59,119,61,90,93150,1,0,0,0,0,0,0,1,1,0,0,61,122,59,90,96341,0,0,0,0,0,0,0,0,4,1,1,0
KR_6532069273,12,12,22,63,42530,0,0,0,1,2,0,0,1,1,0,0,22,45,12,70,51037,1,1,3,0,0,1,1,0,7,0,0,0
KR_6527461196,34,46,35,78,61350,0,0,1,1,1,0,0,0,3,0,0,35,36,34,84,70676,1,1,3,0,0,0,0,1,9,1,2,0
KR_6532903921,43,61,46,90,91675,0,1,4,1,2,1,3,1,11,1,5,46,52,43,89,84280,1,0,2,0,0,0,0,0,5,0,0,1
KR_6537697451,9,15,15,68,46441,1,1,1,0,0,0,0,0,2,0,0,15,36,9,73,57047,0,0,3,1,2,1,1,1,11,1,3,0
